"budget","revenue","movie_id","title","popularity","status","release_date","runtime","vote_average","vote_count"
0,0,27451,"Harvard Man",5.336243,"Released","2001-01-01",99,4.8,15
3850000,0,73532,"Le Havre",10.787322,"Released","2011-05-17",93,6.8,97
0,792,979,"Irreversible",32.476098,"Released","2002-05-22",97,7.1,538
5500000,0,193722,"R100",3.21392,"Released","2013-10-05",100,5.4,31
2200000,11502151,7913,"Rang De Basanti",5.206967,"Released","2006-01-26",157,7.2,97
0,0,253253,"Animals",1.5846,"Released","2014-05-15",90,6.2,9
8000000,0,51995,"Salvation Boulevard",3.653305,"Released","2011-07-15",96,5.6,28
0,0,13173,"The Ten",3.865122,"Released","2007-08-03",96,4.9,57
0,0,22908,"A Room for Romeo Brass",1.391958,"Released","1999-08-23",90,7.3,18
0,15699707,70670,"Headhunters",20.821846,"Released","2011-08-04",100,7.1,399
0,0,84204,"Grabbers",9.451228,"Released","2012-08-10",94,6,140
0,0,25248,"Saint Ralph",1.688495,"Released","2004-09-11",95,7.3,24
5500000,5e+06,230266,"Miss Julie",5.033065,"Released","2014-09-07",120,5.9,45
5100000,0,16633,"Somewhere in Time",5.934016,"Released","1980-10-02",103,7.2,102
0,0,63006,"Dum Maaro Dum",0.075817,"Released","2011-04-22",130,5.4,7
5000000,0,91586,"Insidious: Chapter 2",48.375848,"Released","2013-09-12",106,6.5,1211
4000000,152925093,215,"Saw II",42.187986,"Released","2005-10-28",92,6.3,1251
15000000,108286421,333371,"10 Cloverfield Lane",53.698683,"Released","2016-03-10",103,6.8,2468
5000000,64282312,9012,"Jackass: The Movie",14.752587,"Released","2002-10-21",87,6.1,345
4900000,44107032,345911,"Lights Out",48.170508,"Released","2016-07-21",81,6.3,1129
5000000,205703818,72571,"Paranormal Activity 3",29.15813,"Released","2011-10-19",83,5.9,669
5000000,103590271,242512,"Ouija",56.30466,"Released","2014-10-24",89,4.9,983
5000000,44793222,10072,"A Nightmare on Elm Street 3: Dream Warriors",17.304055,"Released","1987-02-27",96,6.5,354
5500000,99067206,211954,"Instructions Not Included",9.59729,"Released","2013-07-20",115,7.5,205
5000000,142817992,82990,"Paranormal Activity 4",20.326337,"Released","2012-10-17",95,5.2,563
4100000,3.6e+07,29912,"The Robe",4.028875,"Released","1953-09-16",135,6.4,42
5000000,41833347,11843,"The Return of the Pink Panther",6.470766,"Released","1975-05-21",113,6.7,137
11000000,34872033,11284,"Freddy's Dead: The Final Nightmare",16.856231,"Released","1991-09-05",89,5.1,272
8000000,60378584,504,"Monster",19.683187,"Released","2003-11-16",110,7,485
5000000,28200000,173,"20,000 Leagues Under the Sea",9.358197,"Released","1954-12-23",127,6.8,157
5000000,86362372,227348,"Paranormal Activity: The Marked Ones",19.984477,"Released","2014-01-01",84,5.2,449
5000000,26010864,1955,"The Elephant Man",30.271066,"Released","1980-10-02",124,7.9,719
5000000,55198285,152532,"Dallas Buyers Club",59.454473,"Released","2013-09-07",117,7.9,2886
3300000,64110728,243940,"The Lazarus Effect",20.304235,"Released","2015-01-29",83,5.1,505
9000000,39723096,77,"Memento",60.715151,"Released","2000-10-11",113,8.1,4028
5000000,44030246,157547,"Oculus",35.871248,"Released","2013-09-08",104,6.3,1050
5000000,26888376,2295,"Clerks II",18.077963,"Released","2006-05-25",97,6.9,398
5000000,1.1e+08,71,"Billy Elliot",20.428237,"Released","2000-05-18",110,7.4,750
4600000,23198652,147773,"The Way Way Back",32.14444,"Released","2013-06-06",103,7.1,688
0,0,16096,"House Party 2",3.673566,"Released","1991-10-23",94,4.7,21
3500000,20659423,24266,"The Man from Snowy River",3.656491,"Released","1982-03-02",104,6.8,37
0,0,16508,"Doug's 1st Movie",1.88484,"Released","1999-03-26",77,5.4,22
5000000,0,2895,"The Apostle",4.227807,"Released","1997-10-09",134,6.1,38
0,0,15660,"Mommie Dearest",3.102862,"Released","1981-09-18",129,6.5,54
10000000,17273593,59968,"Our Idiot Brother",15.688439,"Released","2011-08-26",90,5.9,365
5000000,24804129,323677,"Race",22.9951,"Released","2016-02-19",134,7.1,478
0,0,19848,"The Players Club",5.769822,"Released","1998-04-08",104,6.4,14
5000000,40100000,256274,"As Above, So Below",26.510558,"Released","2014-08-14",93,6.1,766
0,0,235271,"Addicted",7.544515,"Released","2014-10-10",105,5.4,63
0,0,45153,"Eve's Bayou",1.126941,"Released","1997-09-07",109,6.1,27
5000000,43884652,284293,"Still Alice",35.307577,"Released","2014-12-05",99,7.5,1104
5000000,1.5e+07,24973,"The Egyptian",4.079111,"Released","1954-08-25",139,6,11
5000000,19905359,21610,"Nighthawks",7.058868,"Released","1981-03-17",99,6.4,86
5000000,1.4e+07,10283,"Friday the 13th Part VIII: Jason Takes Manhattan",12.904615,"Released","1989-07-28",100,4.8,191
5000000,368744044,8346,"My Big Fat Greek Wedding",18.115566,"Released","2002-02-22",95,6.2,671
5000000,31724284,122081,"Spring Breakers",62.554173,"Released","2013-01-24",94,5,1551
5000000,15116634,10987,"Halloween: The Curse of Michael Myers",9.483717,"Released","1995-09-29",88,5,170
5000000,33616692,1391,"Y Tu Mamá También",16.890285,"Released","2001-06-08",106,7.3,315
4000000,30039392,747,"Shaun of the Dead",49.12486,"Released","2004-04-09",99,7.5,2420
0,0,14745,"The Haunting of Molly Hartley",8.309894,"Released","2008-10-31",82,4.3,48
5000000,13269963,26748,"Lone Star",5.960149,"Released","1996-06-21",135,6.9,77
5000000,17768757,11357,"Halloween 4: The Return of Michael Myers",9.302349,"Released","1988-10-21",88,5.9,209
5000000,0,24913,"April Fool's Day",8.190888,"Released","1986-03-27",89,5.8,73
0,0,13776,"Diner",5.87193,"Released","1982-04-02",110,6.9,83
5000000,12232628,14854,"Lone Wolf McQuade",8.452666,"Released","1983-04-14",107,5.5,67
5000000,25562924,50357,"Apollo 18",17.028252,"Released","2011-07-20",86,5,356
5000000,16174377,13090,"Sunshine Cleaning",19.336367,"Released","2008-01-18",102,6.5,255
5000000,54418872,192141,"No Escape",38.006982,"Released","2015-08-26",103,6.7,777
0,14056528,16441,"The Beastmaster",6.377523,"Released","1982-08-20",118,6,97
5000000,12200000,29996,"Solomon and Sheba",0.835617,"Released","1959-12-25",139,5.4,8
20000000,21164799,351819,"Fifty Shades of Black",14.947588,"Released","2016-01-28",92,4.3,331
0,0,14834,"Not Easily Broken",5.1299,"Released","2009-01-09",99,6.3,9
4,25,22649,"A Farewell to Arms",1.199451,"Released","1932-12-08",89,6.2,28
0,0,378200,"The Perfect Match",3.810827,"Released","2016-03-11",96,5.2,42
5500000,0,20455,"Digimon: The Movie",3.7387,"Released","2000-03-17",82,6.2,72
0,0,13193,"Saved!",9.85123,"Released","2004-01-21",92,6.3,147
8000000,3432342,11042,"The Barbarian Invasions",3.03091,"Released","2003-05-21",99,6.7,77
0,0,10786,"Robin and Marian",3.199904,"Released","1976-03-11",106,6.6,50
5000000,0,12484,"The Forsaken",2.739307,"Released","2001-04-27",90,4.9,47
5000000,7230000,17339,"Force 10 from Navarone",5.348446,"Released","1978-11-01",118,6.4,91
5000000,0,11959,"UHF",4.070044,"Released","1989-07-21",97,6.7,89
0,6538177,9900,"Grandma's Boy",9.974681,"Released","2006-01-06",94,6.6,220
5000000,0,14662,"Slums of Beverly Hills",6.308298,"Released","1998-08-14",91,6.5,44
5000000,5321508,335,"Once Upon a Time in the West",49.333137,"Released","1968-12-21",175,8.1,1128
5000000,5476060,15745,"Made",4.149628,"Released","2001-07-13",94,6.3,55
5000000,9760104,17431,"Moon",46.114184,"Released","2009-06-12",97,7.6,1794
0,0,21014,"Keeping Up with the Steins",3.562563,"Released","2006-05-12",90,5.2,18
5000000,4074023,78394,"Sea Rex 3D: Journey to a Prehistoric World",4.498368,"Released","2010-05-14",41,5.9,11
5000000,3263585,10217,"The Sweet Hereafter",7.673124,"Released","1997-05-14",112,6.8,103
4000000,41424067,46332,"Of Gods and Men",4.992475,"Released","2010-05-18",120,6.5,91
5000000,4040588,13996,"Bottle Shock",6.174435,"Released","2008-08-06",110,6.6,60
0,0,3028,"Jekyll and Hyde ... Together Again",0.805312,"Released","1982-11-10",87,4.6,5
5000000,3049135,1024,"Heavenly Creatures",8.753409,"Released","1994-09-02",99,7,294
5000000,4842699,343795,"90 Minutes in Heaven",3.943706,"Released","2015-09-11",121,5.4,40
5000000,2614773,45658,"Everything Must Go",9.169411,"Released","2010-10-15",97,6,208
5000000,1980338,16148,"Zero Effect",2.732031,"Released","1998-01-30",116,6,55
5000000,8203235,4553,"The Machinist",35.252056,"Released","2004-02-09",101,7.3,1247
5000000,0,36351,"Light Sleeper",6.063868,"Released","1992-08-21",103,5.7,15
5000000,2450846,245916,"Kill the Messenger",21.343093,"Released","2014-10-09",112,6.6,355
5000000,5129058,27585,"Rabbit Hole",10.095184,"Released","2010-12-16",91,6.9,165
5000000,742898,1415,"Party Monster",4.129165,"Released","2003-09-05",98,5.9,58
5000000,3220371,313922,"Green Room",30.001024,"Released","2016-04-15",95,6.7,683
5000000,0,14474,"The Oh in Ohio",6.759235,"Released","2006-03-30",88,5.8,27
5000000,846704,199933,"Atlas Shrugged Part III: Who is John Galt?",1.731035,"Released","2014-09-12",99,3.9,15
7000000,560069,13685,"Bottle Rocket",11.700578,"Released","1996-02-21",91,6.8,281
6000000,0,8744,"Albino Alligator",2.388683,"Released","1996-09-09",97,5.6,45
0,0,38428,"Gandhi, My Father",0.080704,"Released","2007-08-03",136,6,2
0,0,8847,"Standard Operating Procedure",0.888986,"Released","2008-02-12",117,6.6,14
0,0,39269,"Out of the Blue",0.679351,"Released","1980-05-01",94,6.5,17
5000000,5476793,46838,"Tucker and Dale vs Evil",19.940245,"Released","2010-01-22",89,7.3,847
0,0,51384,"Lovely, Still",1.286991,"Released","2008-01-01",92,6.2,13
0,0,56930,"Tycoon",0.042442,"Released","1947-12-27",128,6.6,4
0,0,41730,"Desert Blue",1.116206,"Released","1999-06-06",90,5.5,9
5000000,0,18442,"Decoys",3.05434,"Released","2004-02-27",95,4.7,33
5000000,98450062,298312,"The Visit",38.94708,"Released","2015-09-10",94,6,1360
5000000,782102,11600,"Redacted",3.792015,"Released","2007-01-01",90,6.2,37
0,0,71547,"Fascination",0.219799,"Released","2004-10-13",95,3.8,4
5000000,0,57876,"Area 51",7.794,"Released","2015-05-15",91,4.2,151
5000000,0,77495,"Sleep Tight",9.136965,"Released","2011-10-14",107,7,202
0,0,13849,"The Cottage",8.39685,"Released","2008-02-07",92,6.3,80
0,0,14849,"Dead Like Me: Life After Death",7.864905,"Released","2009-02-17",87,5.8,65
0,0,12486,"Farce of the Penguins",1.963219,"Released","2006-12-01",80,3.2,13
0,0,19615,"Flying By",1.546169,"Released","2009-01-01",95,7,2
5000000,0,244403,"Rudderless",10.619574,"Released","2014-10-17",105,7.4,105
5000000,0,292481,"Henry & Me",0.999655,"Released","2014-08-18",67,3,3
0,0,340816,"Christmas Eve",1.985243,"Released","2015-12-04",95,6.1,24
0,0,78814,"We Have Your Husband",0.102003,"Released","2011-11-12",89,5,3
15000000,0,297596,"Dying of the Light",10.48009,"Released","2014-12-04",94,4.5,118
0,0,299552,"Born Of War",1.136568,"Released","2013-12-05",109,4.1,7
5000000,0,11935,"Capricorn One",11.095219,"Released","1977-12-10",123,6.4,131
0,0,113406,"Should've Been Romeo",0.40703,"Released","2012-04-28",0,0,0
0,0,447027,"Running Forever",0.028756,"Released","2015-10-27",88,0,0
5000000,0,290825,"Yoga Hosers",8.618793,"Released","2016-07-08",88,4.7,102
0,0,361159,"Navy Seals vs. Zombies",2.394613,"Released","2015-10-08",97,3.5,36
0,0,12555,"I Served the King of England",2.387463,"Released","2006-12-19",120,7,22
5000000,17872796,31175,"Soul Kitchen",5.461487,"Released","2009-09-09",99,7.1,116
1000000,24475416,12498,"Sling Blade",14.805264,"Released","1996-08-30",135,7.4,231
4798235,209696,77949,"The Awakening",25.30216,"Released","2011-08-17",107,6.3,458
4800000,80578934,1690,"Hostel",38.83192,"Released","2005-01-06",94,5.7,887
0,0,8435,"A Cock and Bull Story",3.500741,"Released","2005-07-17",94,6.2,43
5000000,3099314,64720,"Take Shelter",19.807295,"Released","2011-11-25",120,7.1,471
0,0,49365,"Lady in White",1.435742,"Released","1988-04-22",112,6.3,25
0,0,11404,"Driving Lessons",7.667888,"Released","2006-04-30",98,6.3,47
5000000,0,300706,"Let's Kill Ward's Wife",8.496364,"Released","2014-12-23",81,5.5,76
4700000,8025872,16337,"The Texas Chainsaw Massacre 2",9.617777,"Released","1986-08-22",101,5.9,139
4638783,1.1e+07,11577,"Pat Garrett & Billy the Kid",4.495256,"Released","1973-05-23",106,7.2,65
4800000,10337387,77987,"Only God Forgives",35.754865,"Released","2013-05-30",90,5.6,862
0,0,40185,"Camping Sauvage",0.20323,"Released","2005-10-13",80,4.8,4
4,0,68202,"Without Men",0.28076,"Released","2011-06-29",83,4.6,8
0,0,8981,"Dear Frankie",3.11319,"Released","2004-05-18",105,7,46
0,0,10914,"All Hat",0.137535,"Released","2007-09-11",89,1,1
4600000,0,50848,"The Names of Love",6.368933,"Released","2010-11-24",100,7.3,93
4700000,0,166624,"Treading Water",0.217538,"Released","2013-09-13",92,5.6,6
4600000,0,10822,"Savage Grace",3.531877,"Released","2007-05-18",97,5.7,60
0,0,10844,"Out of the Blue",0.706355,"Released","2006-10-12",103,5.9,18
4500000,146198896,9336,"Police Academy",15.002502,"Released","1984-03-22",96,6.5,602
4500000,58853106,5689,"The Blue Lagoon",22.585384,"Released","1980-07-05",104,5.8,408
6000000,254700832,712,"Four Weddings and a Funeral",29.834065,"Released","1994-03-09",117,6.6,632
4500000,27092880,13342,"Fast Times at Ridgemont High",20.403344,"Released","1982-08-13",90,7,322
4500000,10400000,10339,"Moby Dick",5.224593,"Released","1956-06-27",116,6.9,89
15000000,13060843,1429,"25th Hour",30.196039,"Released","2002-12-16",135,7.2,629
4500000,7011317,9303,"Bound",15.359952,"Released","1996-09-13",108,6.9,198
4500000,7390108,641,"Requiem for a Dream",11.573034,"Released","2000-10-27",102,7.9,2443
0,0,27686,"State Fair",1.847822,"Released","1945-08-29",96,6.2,19
0,0,65749,"Tango",0.425551,"Released","1998-02-12",115,6.8,6
4500000,0,6106,"Salvador",3.819796,"Released","1986-04-23",123,7,71
5000000,10429707,252680,"Moms' Night Out",10.274542,"Released","2014-03-25",98,5.5,121
6000000,1270522,141,"Donnie Darko",61.210016,"Released","2001-01-18",113,7.7,3452
0,0,66607,"Saving Private Perez",0.177356,"Released","2011-03-18",105,6.1,18
4500000,0,17139,"Character",0.011697,"Released","1997-04-17",122,7.7,25
2000000,0,12079,"Spun",6.249262,"Released","2002-06-01",101,6.6,132
4500000,744816,39800,"Life During Wartime",3.108881,"Released","2009-10-10",97,6.3,30
0,23803308,4550,"Sympathy for Lady Vengeance",17.074843,"Released","2005-07-29",115,7.4,356
0,0,62116,"Mozart's Sister",0.774442,"Released","2010-06-09",120,6.2,13
0,0,9991,"Mean Machine",8.816995,"Released","2001-12-26",99,6,157
4500000,0,13807,"Exiled",8.48639,"Released","2006-09-06",110,7,46
0,623528,68818,"Blackthorn",5.223096,"Released","2011-08-31",98,6.6,73
0,0,12093,"Lilya 4-ever",7.759215,"Released","2002-08-23",109,7.7,139
4500000,3606395,36419,"After.Life",14.570359,"Released","2010-04-09",104,5.4,251
0,0,281730,"Fugly",0.371337,"Released","2014-06-13",134,5.3,2
3000000,108981275,510,"One Flew Over the Cuckoo's Nest",127.525581,"Released","1975-11-18",133,8.2,2919
4400000,0,362105,"R.L. Stine's Monsterville: The Cabinet of Souls",3.898737,"Released","2015-09-29",85,6.9,35
0,0,10970,"Silent Movie",7.315935,"Released","1976-06-17",86,6.7,78
4500000,3.2e+07,375290,"Airlift",2.551559,"Released","2016-01-22",126,7.3,57
0,0,17663,"Anne of Green Gables",8.772574,"Released","1985-12-01",199,8.2,68
0,0,270938,"Falcon Rising",6.988357,"Released","2014-09-05",103,5.5,71
3730500,6294161,116613,"The Sweeney",6.938854,"Released","2012-09-11",112,5.7,109
5000000,0,11826,"Sexy Beast",11.21273,"Released","2000-09-13",89,7,217
0,0,29920,"Easy Money",7.217328,"Released","2010-01-15",124,6.5,63
8000000,41400000,1088,"Whale Rider",12.439495,"Released","2003-01-30",101,7.1,111
3250000,0,26379,"Paa",2.126139,"Released","2009-12-04",133,6.6,19
0,0,34069,"Cargo",10.142218,"Released","2009-09-24",120,5.9,140
4200000,0,10947,"High School Musical",16.536374,"Released","2006-01-20",98,6.1,1000
0,0,47452,"Love and Death on Long Island",0.933891,"Released","1997-01-01",93,6.9,11
4200000,3.2e+07,3040,"Night Watch",12.540624,"Released","2004-06-27",114,6.3,210
3705538,62548947,11386,"The Crying Game",8.839651,"Released","1992-09-02",112,6.9,176
4000000,125728258,10246,"Porky's",12.891276,"Released","1981-11-13",94,6.1,183
4000000,0,29426,"Survival of the Dead",10.789912,"Released","2010-05-06",90,4.6,116
114000,3e+07,10331,"Night of the Living Dead",25.666029,"Released","1968-10-01",96,7.5,580
4000000,119723856,153,"Lost in Translation",45.66662,"Released","2003-08-31",102,7.3,1895
4000000,38251425,703,"Annie Hall",35.892034,"Released","1977-04-19",93,7.8,1010
4000000,3.6e+07,27191,"The Greatest Show on Earth",8.988455,"Released","1952-01-10",152,6.6,50
4000000,44909486,1365,"Monster's Ball",14.042041,"Released","2001-11-11",111,6.5,250
4000000,187112,287424,"Maggie",40.016306,"Released","2015-05-08",95,5.2,593
3600000,49800000,451,"Leaving Las Vegas",22.030517,"Released","1995-10-27",112,7.1,360
4500000,0,165864,"Hansel and Gretel Get Baked",2.503612,"Released","2013-02-19",86,4.8,67
4000000,0,987,"The Front Page",4.117968,"Released","1974-12-01",105,6.9,68
4000000,52425855,241251,"The Boy Next Door",24.161735,"Released","2015-01-23",91,4.1,1022
4000000,14400000,40494,"Trapeze",1.379354,"Released","1956-05-30",105,6.4,22
3500000,34705850,39781,"The Kids Are All Right",15.338211,"Released","2010-07-09",106,6.5,506
4000000,13008928,8337,"They Live",29.852608,"Released","1988-11-23",94,7.1,550
4000000,11744471,5925,"The Great Escape",35.061467,"Released","1963-06-20",172,7.8,717
0,1e+07,8357,"What the #$*! Do We (K)now!?",7.288352,"Released","2004-04-23",109,5.8,34
5000000,15179302,146203,"The Last Exorcism Part II",10.605752,"Released","2013-02-28",88,4.4,203
4000000,44349000,85350,"Boyhood",43.40352,"Released","2014-06-05",164,7.5,1971
4000000,31584901,512,"Scoop",17.229537,"Released","2006-07-27",96,6.4,420
7000000,10229331,13408,"The Wash",2.453459,"Released","2001-11-16",93,5.3,26
6000000,9e+06,47816,"3 Strikes",1.433692,"Released","2000-03-01",82,5.9,15
32000000,0,10744,"The Cooler",9.976428,"Released","2003-01-17",101,6.7,89
4000000,8200000,11536,"The Misfits",2.930058,"Released","1961-01-01",124,6.8,72
0,0,9782,"The Night Listener",7.173059,"Released","2006-02-12",91,5.5,57
0,0,18713,"The Jerky Boys",1.735462,"Released","1995-02-03",82,4.8,10
0,4.4e+07,6537,"The Orphanage",29.071955,"Released","2007-08-27",105,7.1,633
0,0,184345,"A Haunted House 2",18.428909,"Released","2014-04-17",87,5.4,346
4000000,0,1809,"The Rules of Attraction",11.387335,"Released","2002-10-11",110,6.3,168
4000000,6e+06,2370,"Topaz",5.975604,"Released","1969-12-18",143,6.1,77
4000000,4630045,9809,"Let's Go to Prison",4.59841,"Released","2006-11-17",84,5.5,69
4000000,4300000,5,"Four Rooms",22.87623,"Released","1995-12-09",98,6.5,530
4000000,9304609,11013,"Secretary",19.107285,"Released","2002-01-11",104,6.7,376
0,0,19153,"The Real Cancun",0.456485,"Released","2003-04-23",96,3.3,8
4000000,3468572,10132,"Talk Radio",4.541908,"Released","1988-12-21",110,6.7,46
0,0,16448,"Waiting for Guffman",4.348416,"Released","1996-01-31",84,7.3,63
0,0,15122,"Love Stinks",3.347885,"Released","1999-09-10",94,5.4,11
4000000,2426851,8141,"You Kill Me",6.091951,"Released","2007-02-09",90,6.2,80
0,1919197,1546,"Thumbsucker",4.757625,"Released","2005-01-23",96,6.1,67
4000000,1104682,48572,"Red State",12.062371,"Released","2011-08-19",88,5.9,316
4000000,866999,14517,"Mirrormask",7.758188,"Released","2005-01-25",101,6.6,102
4000000,0,89708,"Samsara",12.781973,"Released","2011-09-16",102,8,167
0,0,27551,"The Barbarians",1.631993,"Released","1987-03-01",87,5.1,8
0,1406224,64678,"The Art of Getting By",12.690224,"Released","2011-06-17",83,6.5,415
0,0,309503,"Zipper",8.516229,"Released","2015-08-28",103,5.5,58
0,0,14293,"Poolhall Junkies",5.90259,"Released","2002-06-07",99,6.5,25
4000000,0,15059,"The Loss of Sexual Innocence",2.866934,"Released","1999-04-29",106,5.2,9
0,641100,103328,"Holy Motors",9.140936,"Released","2012-07-02",115,6.9,228
4000000,2365467,157847,"Joe",22.987897,"Released","2014-04-11",118,6.5,338
3000000,302204,25719,"Shooting Fish",1.204941,"Released","1997-08-22",109,7,23
1300000,354704,48309,"Prison",7.605291,"Released","1988-03-04",102,6.7,27
1500000,0,27723,"Psycho Beach Party",2.855963,"Released","2000-08-06",95,6,26
0,0,20468,"The Big Tease",0.502396,"Released","1999-01-01",87,5.8,6
4000000,0,242575,"Guten Tag, Ramón",1.771584,"Released","2013-10-18",119,8.1,18
9500000,120000,44945,"Trust",21.230737,"Released","2010-09-10",104,6.6,307
0,0,29122,"An Everlasting Piece",0.068246,"Released","2000-12-22",103,6,1
0,0,125123,"Among Giants",0.541652,"Released","1998-06-24",93,4.5,2
16000000,318982,111190,"Adore",18.790221,"Released","2013-04-03",100,6.1,291
4000000,0,133575,"The Velocity of Gary",0.409089,"Released","1999-07-16",100,4.2,5
4000000,146402,54580,"Mondays in the Sun",3.663108,"Released","2002-09-27",113,7.1,36
650000,33245,52015,"Stake Land",12.496261,"Released","2010-09-30",98,6.2,285
0,0,34941,"The Last Time I Committed Suicide",0.596889,"Released","1997-06-20",92,6.7,7
0,0,227975,"Futuro Beach",2.611364,"Released","2014-05-01",106,6.4,31
4000000,355688,60422,"Another Happy Day",3.238466,"Released","2011-11-18",119,6.2,37
4000000,25345000,81390,"A Lonely Place to Die",8.30723,"Released","2011-04-09",99,6.2,157
0,0,10981,"Nothing",3.408955,"Released","2003-09-09",90,5.8,38
0,4037782,225235,"The Geographer Drank His Globe Away",1.876621,"Released","2013-07-26",120,7.3,23
0,0,14902,"1776",1.807571,"Released","1972-11-09",142,7.1,20
0,0,121676,"Inescapable",6.783053,"Released","2012-09-14",93,5.2,13
3950000,8e+06,22301,"Hell's Angels",8.484123,"Released","1930-11-15",127,6.1,19
4000000,0,20065,"Purple Violets",0.936232,"Released","2007-04-30",103,5.7,9
4000000,0,257087,"The Veil",12.822534,"Released","2016-04-21",93,4.5,118
0,0,46420,"The Loved Ones",4.989985,"Released","2009-09-13",84,6.6,207
4000000,0,114635,"The Helpers",1.390659,"Released","2012-10-27",78,4.1,8
4000000,0,158150,"How to Fall in Love",1.923514,"Released","2012-07-21",0,5.2,20
0,0,251979,"The Perfect Wave",4.118612,"Released","2014-02-28",113,4.4,21
3900000,28350000,874,"A Man for All Seasons",9.541688,"Released","1966-12-12",120,7.5,89
3800000,23689877,10774,"Network",17.234745,"Released","1976-11-01",121,7.7,381
4000000,400176459,770,"Gone with the Wind",48.98255,"Released","1939-12-15",238,7.7,970
0,0,266102,"Desert Dancer",1.972668,"Released","2014-07-03",98,6.5,18
3800000,14873,29715,"Major Dundee",3.490215,"Released","1965-04-07",123,6.2,38
3768785,8e+06,25209,"Annie Get Your Gun",1.726175,"Released","1950-05-17",107,7.3,22
967686,4270000,37495,"Four Lions",20.544999,"Released","2010-05-07",101,7,423
0,0,29262,"The House of Sand",0.389471,"Released","2005-05-13",115,6.7,9
3500000,44462,34769,"Defendor",8.45342,"Released","2009-09-12",101,6.5,195
3700000,2956000,35032,"The Pirate",0.90522,"Released","1948-06-11",102,6.6,17
3800000,0,5178,"The Good Heart",2.201678,"Released","2009-09-11",95,6,21
4000000,13401952,8618,"The History Boys",3.771652,"Released","2006-10-02",109,6.6,66
3600000,44785053,3116,"Midnight Cowboy",21.119209,"Released","1969-05-25",113,7.4,299
3500000,257850122,9427,"The Full Monty",17.002623,"Released","1997-08-13",91,6.8,363
3500000,83453539,813,"Airplane!",46.116885,"Released","1980-07-02",88,7.1,1074
5000000,0,352978,"Chain of Command",1.398981,"Released","2015-08-30",88,5.3,11
3500000,28215918,10634,"Friday",25.5748,"Released","1995-04-26",91,7,503
3500000,27900000,9516,"Menace II Society",3.418871,"Released","1993-05-26",97,7.2,173
3500000,1.4e+07,16288,"Creepshow 2",10.729884,"Released","1987-05-01",92,5.9,129
3716946,5e+06,23330,"The Ballad of Cable Hogue",2.676535,"Released","1970-05-13",121,6.9,47
3500000,13007551,18900,"In Cold Blood",7.821438,"Released","1967-12-14",134,7.4,82
3500000,12800000,27029,"The Nun's Story",3.281509,"Released","1959-06-18",149,7.4,46
3500000,1.2e+07,26268,"Harper",2.938973,"Released","1966-02-23",121,6.2,35
3500000,12600000,573,"Frenzy",10.219942,"Released","1972-05-25",116,7.1,158
3500000,40423945,310131,"The Witch",50.319662,"Released","2016-02-19",92,6.3,1434
0,0,40505,"I Got the Hook Up",0.593068,"Released","1998-05-27",93,5.4,8
3500000,9482579,11363,"She's the One",8.406025,"Released","1996-08-26",96,5.7,70
10000000,6451628,3033,"Gods and Monsters",5.588652,"Released","1998-01-21",105,6.8,81
2000000,33965843,25376,"The Secret in Their Eyes",25.894065,"Released","2009-08-13",129,7.8,626
0,0,22007,"Train",3.280081,"Released","2008-10-16",94,4.8,36
3600000,5923044,765,"Evil Dead II",35.674774,"Released","1987-03-13",84,7.6,742
0,0,10615,"Pootie Tang",3.115754,"Released","2001-06-29",81,5.4,43
1000000,0,205321,"Sharknado",20.466433,"Released","2013-07-11",86,3.8,476
0,0,89540,"The Other Conquest",0.015597,"Released","1999-04-01",105,5.4,4
3500000,4159678,46146,"Troll Hunter",12.982319,"Released","2010-10-29",103,6.7,583
0,0,38007,"Ira & Abby",0.595136,"Released","2006-01-01",104,5.8,9
3500000,113783,14256,"Winter Passing",3.643608,"Released","2006-02-07",98,6.7,28
3500000,0,540,"D.E.B.S.",6.396936,"Released","2004-01-21",91,5.6,90
0,0,370464,"The Masked Saint",0.909067,"Released","2016-01-08",111,2.9,7
3500000,0,20055,"The Betrayed",1.348114,"Released","2008-09-27",98,5.2,10
0,0,224569,"Taxman",0.964802,"Released","1999-09-16",104,2,1
0,0,395766,"The Secret",0.042346,"Released","2016-04-29",200,0,0
3500000,0,39303,"2:13",1.271621,"Released","2009-04-25",96,4.6,10
3500000,0,142061,"Batman: The Dark Knight Returns, Part 2",25.891466,"Released","2013-01-18",78,7.9,419
3500000,0,370662,"Time to Choose",1.618138,"Released","2015-09-04",100,0,0
3500000,0,252360,"In the Name of the King III",4.304341,"Released","2013-12-27",85,3.3,19
3500000,0,256740,"Wicked Blood",3.158056,"Released","2014-03-04",92,5.3,37
0,0,299145,"Stranded",3.230779,"Released","2015-06-05",86,5,11
3440000,0,241766,"Lords of London",1.913302,"Released","2014-01-06",90,3.6,6
3400000,31063038,12535,"High Anxiety",5.690619,"Released","1977-12-25",94,6.5,84
8000000,127392239,1667,"March of the Penguins",17.537154,"Released","2005-01-26",80,6.9,358
3500000,19504039,50839,"Margin Call",26.259389,"Released","2011-09-28",107,6.7,524
0,0,86549,"August",1.419431,"Released","2011-06-09",100,6.2,15
3000000,3830137,13973,"Choke",11.637458,"Released","2008-09-26",92,6,127
3300000,13092000,244786,"Whiplash",192.528841,"Released","2014-10-10",105,8.3,4254
3300000,30641770,598,"City of God",44.356711,"Released","2002-02-05",130,8.1,1814
